entry_time,exit_time,direction,entry_fill,exit_fill,result,pnl,capital,risk_pct
2025-05-18 22:20:00+00:00,2025-05-19 00:05:00+00:00,long,104712.49,106796.06,TP,1.7152,87.915,1.0
2025-05-19 04:45:00+00:00,2025-05-19 14:50:00+00:00,short,102969.72,104009.82,SL,-0.888,87.027,1.0
2025-05-19 17:00:00+00:00,2025-05-20 13:40:00+00:00,long,105448.09,104383.17,SL,-0.8789,86.1481,1.0
2025-05-20 19:20:00+00:00,2025-05-21 14:50:00+00:00,long,106272.05,108386.65,TP,1.7142,87.8623,1.0
2025-05-21 16:45:00+00:00,2025-05-21 17:15:00+00:00,long,109703.98,108596.08,SL,-0.8873,86.975,1.0
2025-05-21 21:45:00+00:00,2025-05-22 02:30:00+00:00,long,108527.88,110687.37,TP,1.7306,88.7056,1.0
2025-05-22 03:30:00+00:00,2025-05-23 11:45:00+00:00,long,110888.56,109768.69,SL,-0.8958,87.8098,1.0
2025-05-23 13:00:00+00:00,2025-05-23 13:30:00+00:00,short,108039.2,109130.5,SL,-0.887,86.9228,1.0
2025-05-23 19:25:00+00:00,2025-05-25 16:20:00+00:00,short,108907.41,106739.93,TP,1.7299,88.6527,1.0
2025-05-25 22:05:00+00:00,2025-05-27 13:10:00+00:00,long,108190.81,110343.59,TP,1.764,90.4168,1.0
2025-05-28 00:10:00+00:00,2025-05-29 14:30:00+00:00,short,108696.73,106533.45,TP,1.7995,92.2162,1.0
2025-05-29 15:55:00+00:00,2025-05-30 09:35:00+00:00,short,107009.19,104879.49,TP,1.8353,94.0515,1.0
2025-05-30 16:05:00+00:00,2025-05-31 02:00:00+00:00,short,105493.24,103393.71,TP,1.8718,95.9233,1.0
2025-05-31 02:45:00+00:00,2025-05-31 14:55:00+00:00,short,103403.76,104448.24,SL,-0.9689,94.9544,1.0
2025-05-31 19:00:00+00:00,2025-06-03 15:25:00+00:00,long,104605.51,106686.95,TP,1.8894,96.8438,1.0
2025-06-04 00:25:00+00:00,2025-06-05 18:10:00+00:00,short,105277.48,103182.25,TP,1.9274,98.7712,1.0
2025-06-05 19:10:00+00:00,2025-06-05 20:55:00+00:00,short,102623.88,100581.46,TP,1.9657,100.7369,1.0
2025-06-06 07:25:00+00:00,2025-06-07 12:40:00+00:00,long,103359.44,105416.09,TP,2.0045,102.7414,1.0
2025-06-07 13:10:00+00:00,2025-06-09 11:35:00+00:00,long,105482.76,107581.65,TP,2.0443,104.7857,1.0
2025-06-09 11:40:00+00:00,2025-06-09 21:25:00+00:00,long,107748.19,109892.17,TP,2.085,106.8708,1.0
2025-06-09 22:30:00+00:00,2025-06-10 05:30:00+00:00,long,110357.72,109243.22,SL,-1.0793,105.7915,1.0
2025-06-10 07:25:00+00:00,2025-06-11 22:20:00+00:00,long,109470.1,108364.56,SL,-1.0684,104.7231,1.0
2025-06-12 02:45:00+00:00,2025-06-12 20:40:00+00:00,short,108500.07,106340.7,TP,2.0842,106.8073,1.0
2025-06-13 00:00:00+00:00,2025-06-13 16:10:00+00:00,short,104785.74,105844.18,SL,-1.0789,105.7284,1.0
2025-06-13 23:00:00+00:00,2025-06-14 15:30:00+00:00,long,105850.57,104781.59,SL,-1.0678,104.6607,1.0
2025-06-14 18:35:00+00:00,2025-06-15 00:50:00+00:00,short,104436.63,105491.54,SL,-1.0572,103.6035,1.0
2025-06-15 02:10:00+00:00,2025-06-15 21:10:00+00:00,long,105610.57,104544.01,SL,-1.0463,102.5572,1.0
2025-06-16 04:15:00+00:00,2025-06-16 18:55:00+00:00,long,106037.33,108147.26,TP,2.0407,104.5979,1.0
2025-06-16 22:10:00+00:00,2025-06-16 22:40:00+00:00,long,108794.65,107695.93,SL,-1.0563,103.5416,1.0
2025-06-17 02:20:00+00:00,2025-06-17 15:00:00+00:00,short,106826.52,104700.45,TP,2.0607,105.6022,1.0
2025-06-17 16:50:00+00:00,2025-06-17 19:00:00+00:00,short,103543.98,104589.88,SL,-1.0667,104.5356,1.0
2025-06-17 22:00:00+00:00,2025-06-18 05:00:00+00:00,short,104414.44,105469.13,SL,-1.0559,103.4796,1.0
2025-06-18 05:30:00+00:00,2025-06-18 10:30:00+00:00,long,105531.21,104465.45,SL,-1.045,102.4346,1.0
2025-06-18 18:55:00+00:00,2025-06-18 20:40:00+00:00,short,103613.03,104659.62,SL,-1.0347,101.3999,1.0
2025-06-19 00:20:00+00:00,2025-06-20 16:40:00+00:00,long,104964.82,103904.78,SL,-1.024,100.3759,1.0
2025-06-20 16:55:00+00:00,2025-06-21 21:20:00+00:00,short,103660.24,101597.2,TP,1.9977,102.3736,1.0
2025-06-21 23:20:00+00:00,2025-06-22 00:00:00+00:00,short,101442.9,102467.58,SL,-1.0341,101.3395,1.0
